,약용식물분포설명,약용식물복용방법설명,약용식물효과설명,약용식물번호,약용식물전경이미지URL,약용식물약재명,약용식물종명,약용식물이용부위이미지URL,약용식물이용이미지URL,식물분류명,식물생태설명,식물과명,식물종학명,이용방법설명
474,"한국(백두산), 중국, 일본, 러시아, 북미",(내복): 탕전(湯煎)하여 복용한다. (외용): 달여서 상처 부위를 닦아낸다.,"객혈, 대하, 동상, 산후복통, 습진, 양혈지혈, 월경과다, 창종, 충독, 활혈지혈.",182,http://api.forest.go.kr/openapi/image/2015182/20151821.jpg,지유(地楡),큰오이풀,http://api.forest.go.kr/openapi/image/2015182/20151822.jpg,http://api.forest.go.kr/openapi/image/2015182/20151823.jpg,피자식물/쌍자엽식물,풀밭에 자라는 다년초로서 높이 30∼80㎝이고 털이 거의 없다. 뿌리에서 돋은 잎은 모여나며 5∼6쌍의 소엽으로 구성되고 소엽은 장타원형으로 끝이 둥글고 원저 또는 심장저이며 가장자리에 톱니가 있다. 꽃은 백색으로 9월에 가지 끝에서 달린다. 수술은 4개로 길게 밖으로 나오고 꽃밥은 마르면 황갈색이다. ☞ 긴오이풀보다 줄기 및 엽축에 적갈색의 꼬불꼬불한 털이 있다.,장미과(Rosaceae),Sanguisorba stipulata Raf.,뿌리와 줄기를 채취하여 햇볕에 말린다.
475,"한국(전국), 일본, 만주, 우수리","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다.","강근 골, 강장 보호, 경선결핵, 금창, 내복통, 보혈, 소아복 냉증, 양위, 옹종, 요슬산통, 유정증, 이뇨, 익정, 자양강장, 장 출혈, 정력증진, 종독, 중풍, 출혈, 치핵, 태아 양육, 한열, 해독",340,http://api.forest.go.kr/openapi/image/2015340/20153401.jpg,백하수오(白何首烏),큰조롱,http://api.forest.go.kr/openapi/image/2015340/20153402.jpg,http://api.forest.go.kr/openapi/image/2015340/20153403.jpg,피자식물/쌍자엽식물,"산야에 자라는 덩굴성 다년초로 길이 1∼3m이고 자르면 백색 유액이 나온다. 잎은 대생하고 심형 또는 난심형으로 길이 5∼10㎝, 너비 4∼8㎝이며 잎꼭지는 위로 갈수록 짧아진다. 꽃은 연한 녹색으로 7∼8월에 줄기와 잎 사이에 산형으로 달린다. 열매는 골돌로 길이 8㎝가량이다 ☞ 세포큰조롱보다 꽃은 연한 황록색이고, 잎은 심형 또는 난심형이다.",박주가리과(Asclepiadaceae),Cynanchum wilfordii (Maxim.) Hemsl.,괴근을 가을부터 봄까지 채취하여 햇볕에 말린다.
476,"한국(전국), 중국","(내복): 탕전(湯煎)하거나, 가루약 하여 복용한다. (외용): 짓찧어 상처 부위에 붙인다.","간염, 골수염, 급성간염, 백일해, 안태, 옹종, 위중열, 이뇨, 인후염, 장위카타르, 절상, 종독, 주독, 지혈, 창달, 청열해독, 토혈, 토혈 각혈, 편도선염, 폐렴, 해독, 해소, 해열, 황달",530,http://api.forest.go.kr/openapi/image/2015530/20155301.jpg,마린자(馬藺子),타래붓꽃,http://api.forest.go.kr/openapi/image/2015530/20155302.jpg,http://api.forest.go.kr/openapi/image/2015530/20155303.jpg,피자식물 / 단자엽식물,"산지의 건조한 곳에 자라는 다년초로서 높이 30∼50㎝이고 큰 포기로 된다. 잎은 칼 모양이고 비틀리며 녹색이고 밑부분은 자줏빛이 돈다. 꽃은 벽자색으로 5∼6월에 잎보다 짧은 꽃줄기에 달린다. 열매는 삭과로서 끝이 부리처럼 뾰족하다. 
 ☞ 붓꽃보다 잎이 2∼3회 비틀리고 암술머리가 닻 모양이다.",붓꽃과(Iridaceae),Iris lactea var. chinensis (Fisch.) Koidz.,9∼10월에 과실이 익었을 때 과수를 따서 햇볕에 말린다.
477,"한국(남부), 북미",(내복): 탕전(湯煎)하여 복용한다. (외용): 가루를 내어 콧속에 불어넣는다.,"구충, 두풍, 양모, 코막힘.",114,http://api.forest.go.kr/openapi/image/2015114/20151141.jpg,대화목란(大花木蘭),태산목,http://api.forest.go.kr/openapi/image/2015114/20151142.jpg,http://api.forest.go.kr/openapi/image/2015114/20151143.jpg,피자식물/쌍자엽식물,집 근처에 식재하는 상록교목으로 높이 5∼7m이다. 잎은 어긋나기하며 장타원형 또는 긴 도란형이고 둔두 예저이며 표면은 윤채가 있고 뒷면은 다갈색 털이 밀생하며 가장자리가 밋밋하다. 꽃은 백색으로 5∼6월에 가지 끝에 달린다. 열매는 골돌로 타원형이며 적색 종자가 2개씩 나온다. ☞ 목련보다 잎이 두껍고 꽃과 잎이 크다.,목련과(Magnoliaceae),Magnolia grandiflora L.,꽃봉오리를 채취하여 말린다.
478,"한국(중남부), 중국","(내복): 탕전(湯煎)하거나 환제 또는 산제로 복용한다. 
 ☞ 임산부는 복용을 금한다.","각기, 건 위, 기관지염, 내장무력증, 복부 창만, 소화불량, 위축신, 위학, 자궁수축, 자궁하수, 지구역, 지혈, 진통, 축농증, 탈모증, 탈항, 토혈, 통기, 통리수도, 편도선염, 하리, 해소, 해수, 해열, 황달, 흉통",224,http://api.forest.go.kr/openapi/image/2015224/20152241.jpg,구귤(枸橘),탱자나무,http://api.forest.go.kr/openapi/image/2015224/20152242.jpg,http://api.forest.go.kr/openapi/image/2015224/20152243.jpg,피자식물/쌍자엽식물,"식재하는 낙엽관목으로 높이가 3m에 달하고 가지는 녹색이고 굳센 가시가 호생한다. 잎은 호생하며 3출엽으로서 소엽은 딱딱하며 둔 두 또는 미요두이며 예저이다. 꽃은 백색으로 5월에 잎겨드랑이나 가지 끝에 달린다. 열매는 장과로 둥글고 향기가 있으며 종자는 장타원형이다.
 ☞ 귤나무에 비해 잎이 3소엽이고 고실에 털이 있다.",운향과(Rutaceae),Poncirus trifoliata Raf.,미성숙 열매를 6월 채취하여 반으로 쪼갠 후 햇볕에 말린다.
479,"한국(남해도서, 울릉도, 제주도), 중국, 일본, 대만","(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처 부위에 붙인다.
 ☞ 독성이 있으므로 복용에 주의해야 한다.","감기, 개선 기관지염, 보익, 어독, 윤피부, 인후종통, 종창, 진정, 진통, 척추질환, 척추카리에스, 청열해독, 충치, 치통, 타박상, 토혈 각혈, 풍열감기, 해수, 해열, 화상, 활혈",446,http://api.forest.go.kr/openapi/image/2015446/20154461.jpg,연봉초(連蓬草),털머위,http://api.forest.go.kr/openapi/image/2015446/20154462.jpg,http://api.forest.go.kr/openapi/image/2015446/20154463.jpg,피자식물/쌍자엽식물,"바닷가 숲에 자라는 상록 다년초로서 높이 30∼50㎝이고 긴 잎자루가 있으며 뿌리에서 모여난다. 잎은 신장형이며 두껍고 윤채가 있고 가장자리에 치아상 톱니가 있다. 꽃은 황색으로 9∼10월에 두화가 가지 끝에 1개씩 달리며 전체가 산방상으로 된다. 열매는 수과로 흑갈색이다.
 ☞ 곰취 속과 솜방망이 속과 비교하면 어린잎은 안으로 말린다.",국화과(Compositae),Farfugium japonicum (L.) Kitam.,"전초를 여름, 가을에 채취하여 햇볕에 말린다."
480,"한국(전국), 중국, 일본, 러시아, 이란, 유럽, 북아메리카","(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처 부위에 붙이거나, 가루를 내어 상처 부위에 개어 붙인다.","각기, 경혈, 방광염, 수감, 수종, 암, 역리, 이뇨, 이질, 자궁출혈, 적백리, 제암, 종독, 지사, 청열양혈, 피부궤양, 해열",287,http://api.forest.go.kr/openapi/image/2015287/20152871.jpg,천굴채(千屈菜),털부처꽃,http://api.forest.go.kr/openapi/image/2015287/20152872.jpg,http://api.forest.go.kr/openapi/image/2015287/20152873.jpg,피자식물/쌍자엽식물,"습지에 자라는 다년초로 높이가 1m에 달하고 근경이 옆으로 길게 벋으며 원줄기가 4각형이다. 잎은 대생하고 피침형이고 원줄기를 감싸고 가장자리는 밋밋하다. 꽃은 홍자색으로 7∼8월에 잎겨드랑이에 1∼3개씩 달리지만, 끝에는 수상화서와 비슷하다. 열매는 삭과로 꽃받침통 안에 들어 있다.
 ☞ 부처꽃에 비해 전주에 돌기 모양의 털이 있고 잎이 줄기를 반쯤 감싼다",부처꽃과(Lythraceae),Lythrum salicaria L.,전초를 8∼9월에 채취하여 햇볕에 말린다.
481,"한국(전국), 중국, 인도, 말레이시아",(내복): 탕전(湯煎)하여 복용한다. (외용): 물로 달여 상처 부위를 닦아내거나 가루 내어 뿌리거나 개어 붙인다.,"각기, 거풍제습, 관절염, 류마티스성 관절염, 위장염, 제습, 종독, 창종, 통기, 학질, 해열, 혈뇨",59,http://api.forest.go.kr/openapi/image/2015059/20150591.jpg,홍초(葒草),털여뀌,http://api.forest.go.kr/openapi/image/2015059/20150592.jpg,http://api.forest.go.kr/openapi/image/2015059/20150593.jpg,피자식물/쌍자엽식물,"집 근처에 자라는 일년초로 높이 1∼2m이고 전체에 털이 밀생한다. 잎은 어긋나기하며 넓은 난형 또는 난상 심장형이며 끝이 뾰족하고 심장저이다. 꽃은 적색으로 7∼8월에 피며 수상화서에 많은 꽃이 달린다. 열매는 수과로 반구형 같고 흑갈색이며 꽃받침에 싸여 있다.
 ☞ 키가 크고 털이 많으며 잎의 기부는 심형이고 긴 잎자루가 있다.",마디풀과(Polygonaceae),Persicaria orientalis (L.) Spach,전초를 과실 성숙기에 채취하여 햇볕에 말린다.
482,"한국(전국), 유럽",(내복): 탕전(湯煎)하여 복용한다.,"신경 이상, 양 혈, 청열, 치질",214,http://api.forest.go.kr/openapi/image/2015214/20152141.jpg,삼소초(三消草),토끼풀,http://api.forest.go.kr/openapi/image/2015214/20152142.jpg,http://api.forest.go.kr/openapi/image/2015214/20152143.jpg,피자식물/쌍자엽식물,"재배하는 다년초로서 전체에 털이 없고 마디에 뿌리가 내린다. 잎은 호생하고 잎자루가 길며 소엽은 3개이고 도란형 또는 도심 장형이고 원두 또는 요두이고 예저이며 가장자리에 잔 톱니가 있다. 꽃은 백색으로 6∼7월에 두상화서에 많은 꽃이 산형 상으로 달린다. 열매는 협과로 선형이며 종자가 들어 있다.
 ☞ 붉은토끼풀에 비해 줄기에 털이 없으며 꽃대가 길고 꽃이 백색이다.",콩과(Leguminosae),Trifolium repens L.,전초를 채취하여 말린다.
483,"한국(전국), 중앙아시아","(내복): 탕전(湯煎)하여 복용한다. (외용): 짓찧어 상처 부위에 붙이거나, 물로 달여 상처 부위를 닦아낸다.","감기, 건위, 골절증, 곽란, 기관지염, 만성피로, 발한, 부종, 사태, 소아감적, 소아 경풍, 안태, 양혈거풍, 오로보호, 옹종, 월경이상, 이뇨, 자한, 장위카타르, 정혈, 지한, 축농증, 충치, 치통, 타박상, 편도선비대, 편도선염, 폐기천식, 피부소양증, 한열왕래, 해독, 해수 등",494,http://api.forest.go.kr/openapi/image/2015494/20154941.jpg,총백(葱白),파,http://api.forest.go.kr/openapi/image/2015494/20154942.jpg,http://api.forest.go.kr/openapi/image/2015494/20154943.jpg,피자식물 / 단자엽식물,재배하는 다년초로 높이가 60㎝에 달하고 비늘줄기는 그리 굵지 않고 수염뿌리가 사방으로 퍼진다. 잎은 관상이고 끝은 뾰족하고 잎집으로 되어 서로 감싼다. 꽃은 백색으로 6∼7월에 꽃줄기 끝에 산형 꽃차례로 달린다. 열매는 삭과로 3개의 능선이 있으며 종자는 검다.,백합과(Liliaceae),Allium fistulosum L.,비늘줄기를 生用한다.
484,"한국(전국), 중국, 일본, 러시아","(내복): 탕전(湯煎)하거나, 즙을 내어 복용한다. (외용): 짓찧어 상처 부위에 붙인다.","간염, 감기, 근골동통, 급성간염, 말라리아, 이질, 종독, 풍한감모, 한열두통, 한열왕래, 해수, 해열, 황달",483,http://api.forest.go.kr/openapi/image/2015483/20154831.jpg,수오공(水蜈蚣),파대가리,http://api.forest.go.kr/openapi/image/2015483/20154832.jpg,http://api.forest.go.kr/openapi/image/2015483/20154833.jpg,피자식물 / 단자엽식물,양지바른 습지에 자라는 다년초로서 높이 5∼20㎝이고 마디에서 뿌리가 자라며 적갈색 인편으로 덮인다. 잎집은 갈색 또는 적갈색이 돈다. 꽃은 7∼10월에 피고 꽃줄기 끝에 둥근 꽃차례가 1개 달린다. 열매는 수과로 도란형이며 1개의 능선이 소축을 향한다.,사초과(Cyperaceae),Kyllinga brevifolia Rottb.,전초를 8∼9월에 채취하여 햇볕에 말린다.
485,한국(남부),"(내복): 탕전(湯煎)하거나, 술에 담가 복용한다.","거담, 관절염, 어혈, 추간판탈출증, 타박상, 해수",299,http://api.forest.go.kr/openapi/image/2015299/20152991.jpg,팔각금반(八角金盤),팔손이,http://api.forest.go.kr/openapi/image/2015299/20152992.jpg,http://api.forest.go.kr/openapi/image/2015299/20152993.jpg,피자식물/쌍자엽식물,"산기슭에 자라는 상록관목으로 높이가 2m에 달하고 잔가지가 굵으며 털이 없다. 잎은 호생하며 5∼9개로 갈라져서 손바닥 모양으로 되고 열 편은 난형 또는 난상 피침형이며 점 첨 두이고 양면에 털이 없다. 꽃은 백색으로 산형화서는 가지 끝에 원추화서로 된다. 열매는 둥글고 다음 해 5월에 흑색으로 익는다.
 ☞ 황칠나무에 비해 관목이고 잎이 대형으로 7∼9개로 중열한다.",두릅나무과(Araliaceae),Fatsia japonica (Thunb.) Decne. & Planch.,어린 순과 잎을 채취하여 깨끗이 씻어 그늘에 말린다.
486,"한국(황해도에서 전라남도에 이르는 바닷가), 중국, 대만","(내복): 탕전(湯煎)하거나, 환제 또는 산제로 복용한다. (외용): 가루를 내어 상처 부위에 개어 붙인다.
 ☞ 신체 허약자와 임산부는 사용을 금한다.","감기, 강심제, 경혈, 구창, 구토, 기관지염, 설사, 수종, 신장염, 오풍, 옹종, 완선, 이뇨, 종독, 지혈, 진통, 천해, 축수, 치질, 타박상, 통경, 폐결핵, 폐기천식, 폭식증, 해독, 해소, 협통, 흉협통",281,http://api.forest.go.kr/openapi/image/2015281/20152811.jpg,원화(芫花),팥꽃나무,http://api.forest.go.kr/openapi/image/2015281/20152812.jpg,http://api.forest.go.kr/openapi/image/2015281/20152813.jpg,피자식물/쌍자엽식물,"바닷가 산기슭에 자라는 낙엽관목으로 높이가 1m에 달하고 잔가지에 짙은 갈색 누운 털이 있다. 잎은 호생 또는 대생하고 예두 예저이며 뒷면 맥 위에 융모가 있다. 꽃은 3∼5월에 잎보다 먼저 묵은 가지에 3∼7개씩 산형으로 달린다. 열매는 장과로 둥글며 7월에 백색으로 익는다.
 ☞ 두메닥나무에 비해 잎이 대생이고 털이 있으며 꽃이 잎보다 먼저 핀다.",팥꽃나무과(Thymelaeaceae),Daphne genkwa Siebold & Zucc.,화축을 꽃이 피기 전에 채취하여 햇볕에 말린다.
487,"한국(전국), 중국, 일본, 러시아",(내복): 탕전(湯煎)하여 복용한다.,"개선, 곽란, 토사, 해열",184,http://api.forest.go.kr/openapi/image/2015184/20151841.jpg,수유과(水楡果),팥배나무,http://api.forest.go.kr/openapi/image/2015184/20151842.jpg,http://api.forest.go.kr/openapi/image/2015184/20151843.jpg,피자식물/쌍자엽식물,산에 자라는 낙엽소교목으로 높이가 15m에 달하며 잔가지에 껍질눈이 뚜렷하다. 잎은 어긋나기하고 난형이며 점첨두 원저이고 표면과 뒷면 맥 위에 털이 있으나 점차 없어지고 가장자리에 불규칙한 톱니가 있다. 꽃은 백색으로 5월에 가지 끝에 산방화서로 6∼10개씩 달린다. 열매는 이과로 타원형이고 황홍색으로 익는다. ☞ 마가목보다 잎은 홑잎이고 꽃받침은 꽃이 떨어진 뒤 떨어진다.,장미과(Rosaceae),Sorbus alnifolia (Siebold& Zucc.) K.Koch,열매를 채취하여 햇볕에 말린다.
488,"한국(전국), 중국, 러시아, 몽골, 카자흐스탄",(내복): 탕전(湯煎)하거나 환제 또는 가루약으로 복용한다. (외용) 가루 내어 개어 붙인다.,"경혈, 난산, 가슴막염, 무월경, 석림, 소염, 수종, 안질, 옹종, 요도염, 유정증, 음양음창, 음축, 이뇨, 이수통림, 인후염, 인후통증, 일체안병, 임질, 자상, 치질, 치핵, 타박상, 타태, 통경, 통리수도, 풍치, 피임, 하리, 활혈통경, 회충",74,http://api.forest.go.kr/openapi/image/2015074/20150741.jpg,구맥(瞿麥),패랭이꽃,http://api.forest.go.kr/openapi/image/2015074/20150742.jpg,http://api.forest.go.kr/openapi/image/2015074/20150743.jpg,피자식물/쌍자엽식물,"낮은 지대 건조지에 자라는 다년초로 높이가 30㎝에 달하고 여러 대가 나와 곧추 자라고 전체가 분백색이다. 잎은 마주나기하고 선형 또는 피침형으로 끝이 뾰족하다. 꽃은 6∼8월에 가지의 끝에 1개 핀다. 열매는 튀는열매로 끝에서 4개로 갈라지고 꽃받침으로 싸여있다.
 ☞ 술패랭이보다 꽃잎 끝이 잘게 갈라지지 않는다.",석죽과(Caryophyllaceae),Dianthus chinensis L.,전초를 여름부터 가을 개화기에 채취하여 햇볕에 말린다.
